VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-03-10 07:19:55,2016-03-10 07:33:13,1,3.0,-73.96589660644531,40.795108795166016,1,N,-73.98297119140625,40.75931167602539,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
2,2016-03-10 07:19:55,2016-03-10 07:42:09,1,4.22,-73.99547576904298,40.76490020751953,1,N,-74.00706481933594,40.71169662475586,1,18.5,0.0,0.5,3.86,0.0,0.3,23.16
2,2016-03-10 07:19:55,2016-03-10 07:29:49,1,1.6,-73.99090576171875,40.75577926635742,1,N,-73.97061920166014,40.761837005615234,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,2016-03-10 07:19:55,2016-03-10 07:23:59,1,0.92,-73.97611999511719,40.75650024414063,1,N,-73.98009490966798,40.76540756225586,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-03-10 07:19:56,2016-03-10 07:32:08,2,1.3,-73.96304321289062,40.7693748474121,1,N,-73.9676513671875,40.762065887451165,1,9.0,0.0,0.5,1.47,0.0,0.3,11.27
2,2016-03-10 07:19:56,2016-03-10 07:28:14,1,1.67,-73.99824523925781,40.74570083618164,1,N,-73.9794921875,40.75635528564453,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2016-03-10 07:19:56,2016-03-10 07:24:21,5,1.02,-73.9549789428711,40.7884178161621,1,N,-73.9697036743164,40.78981399536133,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-03-10 07:19:57,2016-03-10 07:45:13,1,8.71,-73.95510864257811,40.78010940551758,1,N,-74.01348876953125,40.71588134765625,1,28.5,0.0,0.5,5.7,0.0,0.3,35.0
2,2016-03-10 07:19:57,2016-03-10 07:43:46,1,11.4,-73.97232055664062,40.75535583496094,1,N,-73.86260986328125,40.7683982849121,1,32.0,0.0,0.5,9.58,5.54,0.3,47.92
2,2016-03-10 07:19:57,2016-03-10 07:38:43,6,4.48,-74.01038360595702,40.71900177001953,1,N,-73.97063446044923,40.759315490722656,1,16.5,0.0,0.5,3.0,0.0,0.3,20.3
2,2016-03-10 07:19:57,2016-03-10 07:36:03,1,4.43,-73.94698333740233,40.78010177612305,1,N,-73.98397827148438,40.73380661010742,1,16.0,0.0,0.5,2.08,0.0,0.3,18.88
2,2016-03-10 07:19:57,2016-03-10 07:35:44,1,6.95,-73.95919036865233,40.770973205566406,1,N,-74.01129913330078,40.70213317871094,1,22.0,0.0,0.5,3.5,0.0,0.3,26.3
2,2016-03-10 07:19:57,2016-03-10 07:46:26,2,7.24,-73.99030303955078,40.689090728759766,1,N,-73.97090148925781,40.75838851928711,1,24.0,0.0,0.5,4.96,0.0,0.3,29.76
2,2016-03-10 07:19:57,2016-03-10 07:30:26,1,2.24,-73.98894500732422,40.77416229248047,1,N,-73.99494171142578,40.74994659423828,1,9.5,0.0,0.5,1.58,0.0,0.3,11.88
2,2016-03-10 07:19:58,2016-03-10 07:24:16,1,0.78,-73.98351287841797,40.76176071166992,1,N,-73.97747039794923,40.75469970703125,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-03-10 07:19:58,2016-03-10 07:26:26,2,1.36,-73.98161315917967,40.780540466308594,1,N,-73.98223114013672,40.7623291015625,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8
2,2016-03-10 07:19:58,2016-03-10 07:23:33,1,0.32,-73.95732879638672,40.77037811279297,1,N,-73.95313262939453,40.7678108215332,1,4.0,0.0,0.5,1.2,0.0,0.3,6.0
2,2016-03-10 07:19:59,2016-03-10 07:25:29,5,1.46,-73.98841857910156,40.738040924072266,1,N,-74.00287628173827,40.74951553344727,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2016-03-10 07:20:00,2016-03-10 07:30:17,1,2.66,-73.98052978515625,40.76480102539063,1,N,-73.9529800415039,40.78884506225586,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
2,2016-03-10 07:20:00,2016-03-10 07:22:38,1,0.66,-73.93870544433594,40.80267333984375,1,N,-73.94677734375,40.79989242553711,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
2,2016-03-10 07:20:00,2016-03-10 07:35:25,1,2.56,-73.98175048828125,40.7407112121582,1,N,-73.95635986328125,40.76797103881836,1,12.0,0.0,0.5,2.5,0.0,0.3,15.3
2,2016-03-10 07:20:00,2016-03-10 07:26:43,1,0.68,-73.98467254638672,40.760757446289055,1,N,-73.99540710449217,40.764942169189446,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-03-10 07:20:01,2016-03-10 07:30:13,1,1.87,-73.97122955322266,40.78282165527344,1,N,-73.95285797119139,40.76651763916016,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
2,2016-03-10 07:20:02,2016-03-10 08:21:08,6,18.54,-73.7779541015625,40.646797180175774,2,N,-73.98458099365233,40.76080322265625,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
2,2016-03-10 07:20:02,2016-03-10 07:27:48,1,1.54,-73.97715759277344,40.786819458007805,1,N,-73.95667266845702,40.78377914428711,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2016-03-10 07:20:02,2016-03-10 07:35:09,1,2.8,-73.99181365966798,40.744361877441406,1,N,-74.01454162597656,40.71451187133789,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96
2,2016-03-10 07:20:02,2016-03-10 07:28:25,2,1.03,-73.96578979492188,40.762481689453125,1,N,-73.95513153076173,40.76485061645508,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
2,2016-03-10 07:20:02,2016-03-10 07:30:54,2,1.64,-73.95755767822266,40.782760620117195,1,N,-73.96697235107422,40.76422119140625,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
2,2016-03-10 07:20:03,2016-03-10 07:24:44,1,0.81,-73.96875,40.7649803161621,1,N,-73.95989990234375,40.7763900756836,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-03-10 07:20:04,2016-03-10 07:27:55,1,0.99,-73.94821166992188,40.77637100219727,1,N,-73.9559326171875,40.78487014770508,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8
2,2016-03-10 07:20:04,2016-03-10 07:37:03,5,1.84,-73.94609069824217,40.77315902709961,1,N,-73.96687316894531,40.7886962890625,1,12.0,0.0,0.5,1.0,0.0,0.3,13.8
2,2016-03-10 07:20:04,2016-03-10 07:25:05,6,1.22,-73.98706817626953,40.74275588989258,1,N,-73.97545623779298,40.75716018676758,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-03-10 07:20:05,2016-03-10 07:30:57,1,1.36,-73.99417877197266,40.76158905029297,1,N,-73.97879791259764,40.75188064575195,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
2,2016-03-10 07:20:05,2016-03-10 07:24:43,1,0.54,-73.9716567993164,40.75624084472656,1,N,-73.97563934326173,40.75193786621094,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-03-10 07:20:05,2016-03-10 07:38:00,1,4.24,-74.0145492553711,40.71704864501953,1,N,-73.98261260986328,40.76110076904297,1,16.5,0.0,0.5,3.46,0.0,0.3,20.76
2,2016-03-10 07:20:05,2016-03-10 08:01:15,1,9.98,-73.78177642822266,40.64476013183594,1,N,-73.91239929199219,40.69348907470703,1,37.0,0.0,0.5,0.0,0.0,0.3,37.8
2,2016-03-10 07:20:06,2016-03-10 07:26:10,1,1.83,-74.01633453369139,40.71523284912109,1,N,-74.00497436523438,40.70555877685546,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2016-03-10 07:20:07,2016-03-10 07:36:08,1,3.18,-73.98676300048828,40.73379135131836,1,N,-73.95433044433594,40.764198303222656,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16
2,2016-03-10 07:20:07,2016-03-10 07:33:14,1,2.98,-73.99259185791014,40.72381210327149,1,N,-73.97378540039062,40.75986099243164,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
2,2016-03-10 07:20:07,2016-03-10 07:21:57,1,0.68,-73.95953369140625,40.77133941650391,1,N,-73.95516204833984,40.779491424560554,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
2,2016-03-10 07:20:08,2016-03-10 07:28:32,1,1.15,-73.98006439208984,40.726875305175774,1,N,-73.99585723876953,40.72658157348633,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
2,2016-03-10 07:20:08,2016-03-10 07:27:00,5,1.4,-73.9990234375,40.74436950683594,1,N,-73.98665618896483,40.76211166381836,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,2016-03-10 07:20:08,2016-03-10 07:49:27,1,10.6,-73.97682189941406,40.78010177612305,1,N,-73.8615493774414,40.76824188232422,1,32.5,0.0,0.5,5.0,5.54,0.3,43.84
2,2016-03-10 07:20:09,2016-03-10 07:27:13,1,1.46,-73.9909896850586,40.75509643554688,1,N,-73.99818420410156,40.7420310974121,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3
2,2016-03-10 07:20:09,2016-03-10 07:54:54,5,19.28,-73.94891357421875,40.7734489440918,2,N,-73.7763671875,40.64525985717773,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
2,2016-03-10 07:20:09,2016-03-10 07:35:43,1,3.2,-74.00768280029298,40.73234176635742,1,N,-73.97466278076173,40.759136199951165,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56
2,2016-03-10 07:20:09,2016-03-10 07:27:54,5,0.0,-73.97836303710938,40.74826049804688,1,N,-73.97467041015625,40.74026107788086,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-03-10 07:20:11,2016-03-10 07:25:11,5,1.01,-73.97286987304686,40.782501220703125,1,N,-73.95951843261719,40.77421569824219,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
2,2016-03-10 07:20:11,2016-03-10 08:01:35,1,19.43,-73.96694946289062,40.796016693115234,2,N,-73.77655029296875,40.64500427246094,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34
2,2016-03-10 07:20:11,2016-03-10 07:26:47,2,0.96,-73.94989013671875,40.78430938720703,1,N,-73.94985961914062,40.784378051757805,1,6.0,0.0,0.5,2.04,0.0,0.3,8.84
2,2016-03-10 07:20:11,2016-03-10 07:26:09,1,1.13,-73.96956634521484,40.76884078979492,1,N,-73.9745864868164,40.756660461425774,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
2,2016-03-10 07:20:11,2016-03-10 07:39:58,1,3.64,-74.00952911376953,40.7066764831543,1,N,-74.00834655761719,40.74671173095703,1,16.0,0.0,0.5,3.2,0.0,0.3,20.0
2,2016-03-10 07:20:12,2016-03-10 07:42:27,3,3.37,-73.94882202148438,40.7736930847168,1,N,-73.98682403564453,40.751983642578125,1,16.5,0.0,0.5,4.32,0.0,0.3,21.62
2,2016-03-10 07:20:12,2016-03-10 07:35:18,1,5.34,-73.97753143310547,40.7535400390625,1,N,-74.00631713867188,40.706069946289055,1,17.5,0.0,0.5,3.66,0.0,0.3,21.96
2,2016-03-10 07:20:12,2016-03-10 07:33:32,2,2.16,-73.9740982055664,40.78292846679688,1,N,-73.97518157958984,40.75925064086913,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
2,2016-03-10 07:20:12,2016-03-10 07:26:04,1,1.18,-73.97853851318358,40.74176025390625,1,N,-73.97920227050781,40.753414154052734,1,6.0,0.0,0.5,1.2,0.0,0.3,8.0
2,2016-03-10 07:20:12,2016-03-10 07:33:18,2,2.63,-73.9897232055664,40.702518463134766,1,N,-74.00740814208984,40.72600173950195,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
2,2016-03-10 07:20:12,2016-03-10 07:25:22,1,0.79,-73.96415710449219,40.77054977416992,1,N,-73.95481109619139,40.77775955200195,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-03-10 07:20:13,2016-03-10 07:31:14,1,2.48,-73.98612213134764,40.7264404296875,1,N,-73.97904968261719,40.75561141967773,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,2016-03-10 07:20:13,2016-03-10 07:26:51,1,0.96,-73.97586822509764,40.748920440673835,1,N,-73.97441864013672,40.75963592529297,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-03-10 07:20:13,2016-03-10 07:25:16,1,1.12,-73.99698638916014,40.76283264160156,1,N,-73.99277496337889,40.751850128173835,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
2,2016-03-10 07:20:13,2016-03-10 07:27:59,5,1.31,-73.97039794921875,40.7663459777832,1,N,-73.98397827148438,40.775821685791016,1,7.5,0.0,0.5,1.08,0.0,0.3,9.38
2,2016-03-10 07:20:14,2016-03-10 07:26:03,1,1.39,-73.95189666748048,40.770240783691406,1,N,-73.96826934814453,40.762310028076165,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
2,2016-03-10 07:20:14,2016-03-10 07:42:08,1,5.06,-73.90925598144531,40.745410919189446,1,N,-73.98334503173827,40.7344856262207,1,19.0,0.0,0.5,2.0,5.54,0.3,27.34
2,2016-03-10 07:20:14,2016-03-10 07:40:43,2,3.64,-73.96793365478516,40.801788330078125,1,N,-73.96231079101561,40.7646713256836,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8
2,2016-03-10 07:20:15,2016-03-10 07:50:14,6,17.34,-74.00823974609375,40.70524978637695,3,N,-74.17768096923827,40.6953010559082,1,65.5,0.0,0.0,24.99,17.5,0.3,108.29
2,2016-03-10 07:20:16,2016-03-10 07:27:05,1,1.03,-73.98763275146483,40.750118255615234,1,N,-73.97525787353516,40.75454711914063,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2016-03-10 07:20:16,2016-03-10 07:37:27,6,3.96,-74.01438903808594,40.717735290527344,1,N,-73.98466491699219,40.75439834594727,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56
2,2016-03-10 07:20:17,2016-03-10 07:31:01,1,2.01,-73.94625091552734,40.781204223632805,1,N,-73.93675231933594,40.804161071777344,1,9.5,0.0,0.5,1.0,0.0,0.3,11.3
2,2016-03-10 07:20:18,2016-03-10 07:26:49,1,1.21,-73.99012756347656,40.756591796875,1,N,-73.97434234619139,40.759761810302734,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
2,2016-03-10 07:20:19,2016-03-10 07:32:13,1,2.52,-73.99456787109375,40.74049377441406,1,N,-73.96649169921875,40.760101318359375,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,2016-03-10 07:20:20,2016-03-10 07:28:23,1,0.96,-73.99074554443358,40.75571060180664,1,N,-73.97574615478516,40.75118637084961,1,7.0,0.0,0.5,2.34,0.0,0.3,10.14
2,2016-03-10 07:20:20,2016-03-10 07:28:23,1,0.96,-73.99074554443358,40.75571060180664,1,N,-73.97574615478516,40.75118637084961,3,-7.0,0.0,-0.5,-2.34,0.0,-0.3,-10.14
2,2016-03-10 07:20:20,2016-03-10 07:22:46,1,0.67,-73.98748779296875,40.74411010742188,1,N,-73.98953247070312,40.73590850830078,1,4.5,0.0,0.5,0.7,0.0,0.3,6.0
2,2016-03-10 07:20:21,2016-03-10 07:33:37,5,3.18,-73.88775634765625,40.738712310791016,1,N,-73.96759033203125,40.756935119628906,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96
2,2016-03-10 07:20:21,2016-03-10 07:24:59,5,1.24,-73.97306060791014,40.785320281982415,1,N,-73.97962188720702,40.77116775512695,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-03-10 07:20:21,2016-03-10 07:38:51,2,3.23,-73.95977783203125,40.80865859985352,1,N,-73.95439910888672,40.766159057617195,1,14.5,0.0,0.5,3.0,0.0,0.3,18.3
2,2016-03-10 07:20:21,2016-03-10 07:28:12,4,1.77,-73.9807891845703,40.742801666259766,1,N,-73.97921752929686,40.76179122924805,1,8.0,0.0,0.5,1.5,0.0,0.3,10.3
2,2016-03-10 07:20:22,2016-03-10 07:31:55,1,2.65,-73.9918670654297,40.72712707519531,1,N,-73.97533416748048,40.758575439453125,1,10.5,0.0,0.5,1.7,0.0,0.3,13.0
2,2016-03-10 07:20:22,2016-03-10 07:30:46,1,1.75,-73.96795654296875,40.80215835571289,1,N,-73.95752716064453,40.78564834594727,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
2,2016-03-10 07:20:22,2016-03-10 07:22:54,1,0.55,-73.94580078125,40.77790069580078,1,N,-73.94681549072266,40.77320861816406,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
2,2016-03-10 07:20:23,2016-03-10 07:24:06,2,0.66,-73.97631072998048,40.7563705444336,1,N,-73.97840881347656,40.76285552978516,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,2016-03-10 07:20:23,2016-03-10 07:25:58,1,0.63,-73.98236846923827,40.762969970703125,1,N,-73.98957061767578,40.75737762451172,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-03-10 07:20:24,2016-03-10 07:28:07,1,1.87,-73.95397186279298,40.77462768554688,1,N,-73.97112274169923,40.75355529785156,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2016-03-10 07:20:24,2016-03-10 07:38:13,1,2.49,-73.97801971435547,40.7252311706543,1,N,-73.99143981933594,40.75046157836913,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16
2,2016-03-10 07:20:24,2016-03-10 07:29:54,1,1.69,-73.99010467529298,40.75629806518555,1,N,-73.98641204833984,40.741302490234375,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,2016-03-10 07:20:25,2016-03-10 07:31:26,1,3.32,-73.98419189453125,40.721710205078125,1,N,-73.97633361816406,40.75167846679688,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56
2,2016-03-10 07:20:25,2016-03-10 07:41:24,1,4.41,-74.01390075683594,40.716495513916016,1,N,-73.97732543945312,40.75542831420898,1,18.0,0.0,0.5,2.5,0.0,0.3,21.3
2,2016-03-10 07:20:26,2016-03-10 07:27:42,1,1.61,-73.9876480102539,40.728736877441406,1,N,-74.00055694580078,40.715110778808594,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2016-03-10 07:20:26,2016-03-10 07:25:03,1,0.85,-73.97595977783203,40.743999481201165,1,N,-73.97860717773438,40.75265121459961,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-03-10 07:20:26,2016-03-10 07:29:47,1,1.61,-73.99268341064453,40.7430076599121,1,N,-73.97466278076173,40.754261016845696,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2016-03-10 07:20:27,2016-03-10 07:49:22,1,12.1,-73.98856353759764,40.731311798095696,1,N,-73.87291717529298,40.774280548095696,1,34.5,0.0,0.5,10.21,5.54,0.3,51.05
2,2016-03-10 07:20:27,2016-03-10 07:33:39,1,4.04,-73.99109649658203,40.75558090209961,1,N,-73.96244049072266,40.80487060546875,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16
2,2016-03-10 07:20:27,2016-03-10 07:29:27,6,1.2,-73.99080657958984,40.755962371826165,1,N,-73.97470092773438,40.75768661499024,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2016-03-10 07:20:27,2016-03-10 07:29:44,1,2.08,-74.00115203857422,40.7471923828125,1,N,-73.97882843017578,40.762203216552734,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
2,2016-03-10 07:20:27,2016-03-10 07:28:08,1,1.32,-73.9626693725586,40.77302169799805,1,N,-73.9807891845703,40.770809173583984,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2016-03-10 07:20:28,2016-03-10 07:30:19,1,2.38,-73.97620391845702,40.788841247558594,1,N,-73.98289489746092,40.75933074951172,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8
2,2016-03-10 07:20:29,2016-03-10 07:25:43,1,1.45,-73.9651107788086,40.791900634765625,1,N,-73.97978973388672,40.77622985839844,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2016-03-10 07:20:29,2016-03-10 07:55:59,1,11.93,-73.98596954345702,40.75875854492188,1,N,-73.86168670654298,40.768253326416016,1,37.0,0.0,0.5,10.84,5.54,0.3,54.18
2,2016-03-10 07:20:29,2016-03-10 07:33:25,1,3.21,-73.95140075683594,40.781005859375,1,N,-73.93871307373048,40.74968338012695,1,12.5,0.0,0.5,2.5,0.0,0.3,15.8
2,2016-03-10 07:20:29,2016-03-10 07:27:01,1,1.55,-73.99169158935547,40.749813079833984,1,N,-73.98856353759764,40.734241485595696,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,2016-03-10 07:20:30,2016-03-10 07:31:34,1,2.41,-73.96739959716798,40.79314041137695,1,N,-73.93714904785155,40.80213928222656,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2016-03-10 07:20:30,2016-03-10 07:27:32,2,2.38,-74.00309753417967,40.744178771972656,1,N,-73.9827880859375,40.766849517822266,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
2,2016-03-10 07:20:30,2016-03-10 07:21:31,1,0.16,-73.97578430175781,40.76091003417969,1,N,-73.97712707519531,40.75870895385742,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8
2,2016-03-10 07:20:30,2016-03-10 07:29:25,5,1.06,-73.99027252197266,40.769981384277344,1,N,-73.97466278076173,40.762371063232415,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,2016-03-10 07:20:31,2016-03-10 07:25:39,2,1.06,-73.96201324462889,40.762893676757805,1,N,-73.97359466552734,40.75457382202149,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-03-10 07:20:31,2016-03-10 07:24:37,3,0.71,-73.9779281616211,40.729469299316406,1,N,-73.9872817993164,40.727630615234375,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25
2,2016-03-10 07:20:32,2016-03-10 07:30:35,1,1.63,-73.97218322753906,40.75701904296875,1,N,-73.992919921875,40.751140594482415,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2016-03-10 07:20:32,2016-03-10 07:44:02,6,4.49,-73.95794677734375,40.77609252929688,1,N,-74.00754547119139,40.74309921264648,2,19.0,0.0,0.5,0.0,0.0,0.3,19.8
2,2016-03-10 07:20:33,2016-03-10 07:32:03,2,3.16,-73.9798126220703,40.749549865722656,1,N,-74.0099105834961,40.72013092041016,1,11.5,0.0,0.5,2.0,0.0,0.3,14.3
2,2016-03-10 07:20:33,2016-03-10 07:24:45,1,0.78,-73.9485626220703,40.782039642333984,1,N,-73.95594787597656,40.77230072021485,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-03-10 07:20:33,2016-03-10 07:23:20,1,0.6,-73.97908020019531,40.74454116821289,1,N,-73.97479248046875,40.752079010009766,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
2,2016-03-10 07:20:34,2016-03-10 07:30:10,3,1.9,-73.99238586425781,40.743213653564446,1,N,-73.97109985351561,40.75524520874024,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
2,2016-03-10 07:20:36,2016-03-10 07:26:29,2,1.24,-73.99150848388672,40.74470901489258,1,N,-73.9798583984375,40.760639190673835,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2016-03-10 07:20:36,2016-03-11 00:00:00,3,0.86,-73.98648071289062,40.76848983764648,1,N,-73.97383117675781,40.76448440551758,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-03-10 07:20:37,2016-03-10 07:34:33,3,5.08,-74.00827026367188,40.70465469360352,1,N,-73.97627258300781,40.75154876708984,1,16.0,0.0,0.5,3.36,0.0,0.3,20.16
2,2016-03-10 07:20:37,2016-03-10 07:43:55,3,3.11,-73.94959259033203,40.77267074584961,1,N,-73.98719024658203,40.7559700012207,1,16.0,0.0,0.5,3.36,0.0,0.3,20.16
2,2016-03-10 07:20:37,2016-03-10 07:29:06,1,2.06,-73.97869873046875,40.783321380615234,1,N,-73.9964599609375,40.764961242675774,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
2,2016-03-10 07:20:37,2016-03-10 07:30:26,5,1.05,0.0,0.0,1,N,0.0,0.0,1,7.5,0.0,0.5,2.08,0.0,0.3,10.38
2,2016-03-10 07:20:38,2016-03-10 07:35:29,2,3.82,-73.99038696289062,40.756473541259766,1,N,-73.95329284667967,40.79106903076172,1,13.5,0.0,0.5,5.0,0.0,0.3,19.3
2,2016-03-10 07:20:38,2016-03-10 07:21:03,1,0.0,-73.96497344970702,40.759929656982415,1,N,-73.96497344970702,40.759929656982415,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3
2,2016-03-10 07:20:39,2016-03-10 07:24:03,1,0.66,-73.98149871826173,40.75519180297852,1,N,-73.9757308959961,40.76054000854492,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,2016-03-10 07:20:39,2016-03-10 07:27:15,1,1.2,-73.97908020019531,40.74039077758789,1,N,-73.9729232788086,40.75273895263672,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
2,2016-03-10 07:20:39,2016-03-10 07:45:58,1,6.88,-73.96207427978516,40.7677116394043,1,N,-74.0045166015625,40.716102600097656,1,24.5,0.0,0.5,2.0,0.0,0.3,27.3
2,2016-03-10 07:20:39,2016-03-10 07:30:17,1,2.26,-73.99868774414062,40.734989166259766,1,N,-73.97367858886719,40.75043869018555,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
2,2016-03-10 07:20:40,2016-03-10 07:24:37,1,0.93,-73.95291137695312,40.78632354736328,1,N,-73.96131896972656,40.774505615234375,1,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-03-10 07:20:40,2016-03-10 07:24:50,5,0.54,-73.97683715820312,40.755908966064446,1,N,-73.98653411865233,40.76009368896485,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-03-10 07:20:41,2016-03-10 07:45:44,1,10.94,-73.9726333618164,40.75550842285156,1,N,-73.86511993408203,40.77058029174805,1,31.0,0.0,0.5,11.2,5.54,0.3,48.54
2,2016-03-10 07:20:41,2016-03-10 07:44:11,2,3.77,-73.94588470458984,40.80437469482422,1,N,-73.97770690917967,40.75804138183594,1,17.5,0.0,0.5,3.66,0.0,0.3,21.96
2,2016-03-10 07:20:42,2016-03-10 07:23:00,6,0.59,-73.98516845703125,40.744850158691406,1,N,-73.98229217529298,40.75159454345703,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
2,2016-03-10 07:20:42,2016-03-10 07:37:27,3,3.9,-74.0045394897461,40.74732971191406,1,N,-73.95974731445312,40.77437973022461,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96
2,2016-03-10 07:20:43,2016-03-10 07:26:58,1,0.88,-73.96434020996092,40.76472091674805,1,N,-73.954345703125,40.7638053894043,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2016-03-10 07:20:44,2016-03-10 07:25:52,1,0.55,-73.98809814453125,40.76977157592773,1,N,-73.98892974853516,40.7636604309082,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-03-10 07:20:44,2016-03-10 07:36:17,2,1.46,-73.95868682861328,40.76399993896485,1,N,-73.97634887695312,40.75931167602539,1,11.0,0.0,0.5,2.95,0.0,0.3,14.75
2,2016-03-10 07:20:45,2016-03-10 07:27:27,1,1.03,-73.96875762939453,40.76454925537109,1,N,-73.97550964355469,40.75226974487305,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-03-10 07:20:46,2016-03-10 07:23:46,1,0.48,-73.99117279052734,40.749977111816406,1,N,-73.98571014404298,40.75279235839844,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
